Desc	FAMILY	Bbub	Chir	Hbin	Hbta	Hsap	Sscr
(null)	PTHR35265	1	1	1	1	1	1
(null)	PTHR35268	1	1	1	1	1	1
(null)	PTHR35269	1	1	1	1	1	1
(null)	PTHR35345	1	1	1	1	1	1
(null)	PTHR35346	1	1	1	1	1	1
(null)	PTHR35347	1	1	1	1	1	1
(null)	PTHR35348	1	1	1	1	1	1
(null)	PTHR35349	1	0	0	1	1	1
(null)	PTHR35350	1	1	1	1	1	1
(null)	PTHR35351	2	3	2	2	2	2
(null)	PTHR35352	1	1	1	1	1	1
(null)	PTHR35353	1	1	1	1	1	1
(null)	PTHR35354	1	1	1	1	1	1
(null)	PTHR35355	2	2	2	2	2	2
(null)	PTHR35440	1	1	1	1	1	1
(null)	PTHR35441	1	1	1	1	1	1
(null)	PTHR35442	1	1	1	1	1	1
(null)	PTHR35447	1	1	1	1	1	1
(null)	PTHR35449	1	1	1	1	1	1
(null)	PTHR35453	1	1	1	1	1	1
(null)	PTHR35537	1	1	1	1	1	1
(null)	PTHR35539	1	1	1	1	1	1
(null)	PTHR35540	1	1	1	1	1	1
(null)	PTHR35541	1	1	1	1	1	1
(null)	PTHR35543	1	1	1	1	1	1
(null)	PTHR35544	1	3	3	1	1	1
(null)	PTHR35578	1	1	1	1	1	1
(null)	PTHR35658	1	1	2	1	1	1
(null)	PTHR35660	1	0	0	1	1	1
(null)	PTHR35662	1	1	1	1	1	1
(null)	PTHR35663	1	1	1	1	1	1
(null)	PTHR35664	0	1	0	0	1	1
(null)	PTHR35665	1	1	1	1	1	1
(null)	PTHR35666	1	1	1	1	1	1
(null)	PTHR35667	1	1	1	1	1	1
(null)	PTHR35668	1	1	1	1	1	1
(null)	PTHR35669	1	1	1	1	1	1
(null)	PTHR35670	1	1	1	1	1	1
(null)	PTHR35671	1	1	1	1	1	1
(null)	PTHR35672	1	1	1	1	1	1
(null)	PTHR35673	1	1	1	1	1	1
(null)	PTHR35674	1	1	1	1	1	1
(null)	PTHR35675	1	1	1	1	1	1
(null)	PTHR35678	1	1	1	1	1	1
(null)	PTHR35679	1	1	1	1	1	1
(null)	PTHR35680	1	1	1	1	1	1
(null)	PTHR35682	1	1	1	1	1	1
(null)	PTHR35818	1	1	1	1	1	1
(null)	PTHR35819	1	1	1	1	1	1
(null)	PTHR35822	1	1	1	1	1	0
(null)	PTHR35824	1	1	1	1	1	1
(null)	PTHR35826	1	1	1	1	1	1
(null)	PTHR35827	2	2	2	2	2	1
(null)	PTHR35845	1	1	1	1	1	1
(null)	PTHR35860	2	1	1	1	2	2
(null)	PTHR35967	1	1	1	1	1	1
(null)	PTHR35968	1	1	1	1	1	0
(null)	PTHR35969	1	2	1	1	2	1
(null)	PTHR35970	1	1	1	1	1	1
(null)	PTHR35971	0	1	1	1	1	1
(null)	PTHR35972	1	1	1	1	1	1
(null)	PTHR35973	1	1	1	1	1	1
(null)	PTHR35974	0	1	1	1	1	1
(null)	PTHR35975	1	1	1	1	2	1
(null)	PTHR35976	0	1	0	0	1	0
(null)	PTHR35977	1	1	1	1	1	1
(null)	PTHR35978	1	0	0	1	1	1
(null)	PTHR35979	1	1	1	1	1	1
(null)	PTHR36128	1	1	1	1	1	1
(null)	PTHR36129	1	1	1	1	1	1
(null)	PTHR36130	1	1	1	1	1	1
(null)	PTHR36131	1	1	1	1	1	1
(null)	PTHR36132	1	1	1	1	1	1
(null)	PTHR36134	1	1	1	1	1	1
(null)	PTHR36135	1	1	1	1	1	1
(null)	PTHR36170	1	2	1	1	1	1
(null)	PTHR36287	1	1	1	1	1	1
(null)	PTHR36288	1	1	1	1	1	1
(null)	PTHR36289	1	1	1	1	1	1
(null)	PTHR36290	1	1	1	1	1	1
(null)	PTHR36291	1	1	1	1	1	1
(null)	PTHR36292	1	1	1	1	1	1
(null)	PTHR36293	1	1	1	1	1	1
(null)	PTHR36294	1	1	1	1	1	1
(null)	PTHR36296	0	1	1	1	1	1
(null)	PTHR36461	1	1	1	1	1	1
(null)	PTHR36462	1	1	1	1	1	1
(null)	PTHR36463	1	1	1	1	1	1
(null)	PTHR36464	1	1	1	1	1	1
(null)	PTHR36465	1	1	1	1	1	1
(null)	PTHR36466	1	1	1	1	1	1
(null)	PTHR36467	1	1	1	1	1	1
(null)	PTHR36468	1	1	1	1	1	1
(null)	PTHR36469	1	1	1	1	1	1
(null)	PTHR36471	1	1	1	1	1	1
(null)	PTHR36474	1	1	1	1	1	1
(null)	PTHR36475	1	1	1	1	1	1
(null)	PTHR36476	1	1	1	1	1	1
(null)	PTHR36477	4	3	5	4	2	3
(null)	PTHR36498	1	1	1	1	1	1
(null)	PTHR36526	1	1	1	1	1	1
(null)	PTHR36679	1	1	1	1	1	1
(null)	PTHR36680	1	1	1	1	1	1
(null)	PTHR36682	1	1	1	1	1	1
(null)	PTHR36683	1	1	1	1	1	1
(null)	PTHR36684	1	1	1	1	1	1
(null)	PTHR36686	1	1	1	1	1	1
(null)	PTHR36689	1	1	1	1	1	1
(null)	PTHR36690	1	1	1	1	1	1
(null)	PTHR36691	1	1	1	1	1	1
(null)	PTHR36754	1	1	1	1	1	1
(null)	PTHR36857	1	1	1	1	1	1
(null)	PTHR36858	1	1	1	1	1	1
(null)	PTHR36859	1	1	1	1	1	1
(null)	PTHR36860	1	1	1	1	1	1
(null)	PTHR36861	1	1	1	1	1	1
(null)	PTHR36862	1	1	1	1	1	1
(null)	PTHR36863	1	1	1	1	1	1
(null)	PTHR36864	1	1	1	1	1	1
(null)	PTHR36865	1	1	1	1	1	1
(null)	PTHR36868	1	1	0	1	1	1
(null)	PTHR36869	1	1	1	1	1	1
(null)	PTHR36870	1	1	1	1	1	1
(null)	PTHR36871	1	1	1	1	1	1
(null)	PTHR36872	1	1	1	1	1	1
(null)	PTHR36873	1	1	1	1	1	1
(null)	PTHR36874	0	1	0	1	1	1
(null)	PTHR36876	1	1	1	1	1	1
(null)	PTHR36877	1	1	1	2	1	0
(null)	PTHR36879	1	1	1	1	1	1
(null)	PTHR36880	1	1	1	1	1	0
(null)	PTHR36881	1	1	1	1	1	1
(null)	PTHR36882	1	1	1	1	1	1
(null)	PTHR36961	1	1	0	1	1	1
(null)	PTHR36982	1	1	1	1	2	2
(null)	PTHR36983	1	1	1	1	1	1
(null)	PTHR37000	1	1	1	1	2	1
(null)	PTHR37006	1	1	1	1	1	1
(null)	PTHR37151	1	1	1	1	1	1
(null)	PTHR37153	1	1	1	1	1	1
(null)	PTHR37333	1	1	1	1	1	1
(null)	PTHR37334	1	1	1	1	1	1
(null)	PTHR37335	1	1	0	1	1	0
(null)	PTHR37336	1	1	1	1	1	0
(null)	PTHR37337	1	1	1	1	1	1
(null)	PTHR37338	1	0	1	1	1	1
(null)	PTHR37339	1	1	1	1	1	1
(null)	PTHR37340	4	3	5	5	1	1
(null)	PTHR37341	1	1	1	1	1	1
(null)	PTHR37342	1	1	1	1	1	1
(null)	PTHR37343	1	1	1	1	1	1
(null)	PTHR37344	1	1	1	1	0	1
(null)	PTHR37345	1	1	1	1	1	1
(null)	PTHR37346	1	1	1	1	1	1
(null)	PTHR37347	1	1	1	1	1	1
(null)	PTHR37348	1	1	1	1	1	1
(null)	PTHR37349	1	1	1	1	1	1
(null)	PTHR37350	1	1	1	1	1	1
(null)	PTHR37351	1	1	1	1	1	1
(null)	PTHR37352	1	1	1	1	1	1
(null)	PTHR37353	1	0	0	1	1	1
(null)	PTHR37354	1	1	1	1	1	0
(null)	PTHR37355	1	1	1	1	1	1
(null)	PTHR37356	1	1	1	1	1	1
(null)	PTHR37357	1	1	1	1	1	1
(null)	PTHR37358	1	1	1	1	1	1
(null)	PTHR37359	1	1	1	1	1	1
(null)	PTHR37360	1	1	1	1	1	1
(null)	PTHR37361	1	1	1	1	1	1
(null)	PTHR37362	1	1	1	1	1	1
(null)	PTHR37363	1	2	1	1	1	1
(null)	PTHR37364	1	1	1	1	1	1
(null)	PTHR37365	1	1	1	1	1	1
(null)	PTHR37366	1	0	1	0	1	0
(null)	PTHR37367	1	1	1	1	1	1
(null)	PTHR37368	1	1	1	1	1	1
(null)	PTHR37369	1	1	1	1	1	1
(null)	PTHR37402	1	1	1	1	1	1
(null)	PTHR37412	1	1	1	1	1	1
(null)	PTHR37455	1	1	1	1	1	1
(null)	PTHR37457	3	2	2	2	2	2
(null)	PTHR37679	1	1	1	1	1	1
(null)	PTHR37856	1	1	1	1	1	1
(null)	PTHR37857	1	1	1	1	1	1
(null)	PTHR37858	1	1	1	1	1	0
(null)	PTHR37859	1	1	1	1	1	1
(null)	PTHR37861	1	1	1	1	1	1
(null)	PTHR37862	1	1	1	1	1	1
(null)	PTHR37864	1	1	2	1	1	1
(null)	PTHR37865	1	1	1	1	1	1
(null)	PTHR37866	1	1	1	1	1	1
(null)	PTHR37867	1	1	1	1	1	1
(null)	PTHR37868	1	1	1	1	1	1
(null)	PTHR37869	1	1	1	1	1	1
(null)	PTHR37870	1	1	1	1	1	1
(null)	PTHR37871	1	1	1	1	1	1
(null)	PTHR37872	1	1	1	1	1	1
(null)	PTHR37875	0	1	1	1	1	0
(null)	PTHR37876	0	1	1	1	2	0
(null)	PTHR37877	1	1	1	1	1	1
(null)	PTHR37878	1	1	1	1	1	1
(null)	PTHR37879	1	1	1	1	1	1
(null)	PTHR37880	1	1	1	1	1	1
(null)	PTHR37882	1	1	1	1	1	1
(null)	PTHR37885	1	1	1	1	1	1
(null)	PTHR37932	1	1	1	1	1	1
(null)	PTHR37996	1	1	1	1	1	1
(null)	PTHR37997	1	1	1	1	1	1
(null)	PTHR37998	1	1	1	1	1	1
(null)	PTHR38000	1	1	0	1	1	1
(null)	PTHR38001	1	1	1	0	1	1
(null)	PTHR38002	1	1	1	1	1	1
(null)	PTHR38003	1	0	1	1	1	1
(null)	PTHR38004	1	0	1	1	0	1
(null)	PTHR38006	1	1	1	1	1	1
(null)	PTHR38140	0	0	0	0	3	0
(null)	PTHR38323	1	1	1	1	1	1
(null)	PTHR38324	1	1	1	1	1	1
(null)	PTHR38325	1	1	1	1	1	1
(null)	PTHR38326	1	1	1	1	1	1
(null)	PTHR38490	1	1	1	1	1	1
(null)	PTHR38491	1	1	1	1	1	1
(null)	PTHR38492	1	1	1	1	1	1
(null)	PTHR38493	1	1	1	1	1	1
(null)	PTHR38494	1	1	1	1	1	1
(null)	PTHR38495	0	1	1	1	0	1
(null)	PTHR38496	1	1	1	1	1	1
(null)	PTHR38497	1	1	1	1	1	1
(null)	PTHR38498	1	1	1	1	2	1
(null)	PTHR38499	1	1	1	1	1	1
(null)	PTHR38500	1	1	1	1	1	1
(null)	PTHR38501	1	1	0	0	1	1
(null)	PTHR38502	1	1	1	1	1	1
(null)	PTHR38503	1	1	1	1	1	2
(null)	PTHR38504	1	1	1	1	1	1
(null)	PTHR38505	1	1	1	1	1	1
(null)	PTHR38506	1	0	1	1	1	0
(null)	PTHR38537	3	3	3	3	3	3
(null)	PTHR38580	1	1	1	1	1	0
(null)	PTHR38648	1	1	1	1	1	1
(null)	PTHR38649	1	0	1	1	1	1
(null)	PTHR38650	1	1	1	1	1	1
(null)	PTHR38652	0	0	0	0	1	1
(null)	PTHR38655	1	1	1	1	1	1
(null)	PTHR38808	1	1	1	1	1	1
(null)	PTHR38819	0	0	0	0	6	0
(null)	PTHR38820	0	0	0	0	1	2
(null)	PTHR39220	1	1	1	1	1	1
(null)	PTHR39221	1	1	1	1	1	0
(null)	PTHR39222	1	1	1	1	1	1
(null)	PTHR39223	1	1	1	1	0	1
(null)	PTHR39224	1	1	1	1	1	1
(null)	PTHR39227	1	1	1	1	1	1
(null)	PTHR39228	1	1	1	1	1	1
(null)	PTHR39231	1	1	1	1	1	1
(null)	PTHR39232	1	1	1	1	1	1
(null)	PTHR39233	1	1	1	1	1	1
(null)	PTHR39234	1	1	1	1	1	1
(null)	PTHR39235	1	1	1	1	1	1
(null)	PTHR39410	1	1	1	1	1	1
(null)	PTHR39411	1	0	0	1	1	1
(null)	PTHR39412	1	1	1	1	1	1
(null)	PTHR39413	1	1	1	1	1	1
(null)	PTHR39415	1	1	0	1	1	1
(null)	PTHR39490	1	1	1	1	1	1
(null)	PTHR40139	1	1	1	1	1	1
(null)	PTHR40250	1	1	1	1	1	1
(null)	PTHR40376	1	1	1	1	1	1
(null)	PTHR40381	1	1	1	1	1	1
(null)	PTHR40382	1	1	1	1	1	0
(null)	PTHR40387	1	1	1	0	1	1
(null)	PTHR40446	1	1	1	1	1	1
(null)	PTHR40657	1	1	1	1	1	1
(null)	PTHR40708	0	0	1	1	1	0
(null)	PTHR40711	0	0	1	0	1	0
(null)	PTHR40712	0	0	0	0	4	0
(null)	PTHR40714	0	0	1	1	1	1
(null)	PTHR41399	1	2	1	1	1	1
(null)	PTHR41401	1	0	1	0	1	1
(null)	PTHR41683	1	0	0	1	1	0
(null)	PTHR41686	1	1	1	0	1	1
(null)	PTHR41687	1	1	1	1	1	1
(null)	PTHR42155	1	1	1	1	1	1
(null)	PTHR42213	0	0	0	0	1	1
(null)	PTHR42650	1	1	1	1	2	1
(null)	PTHR42673	1	1	1	1	1	1
(null)	PTHR42679	1	1	2	1	1	1
(null)	PTHR42681	1	1	1	1	1	1
(null)	PTHR42687	1	1	1	1	0	1
(null)	PTHR42690	1	1	1	1	1	1
(null)	PTHR42693	8	7	7	7	8	9
(null)	PTHR42698	1	1	1	1	1	1
(null)	PTHR42714	1	1	1	1	1	1
(null)	PTHR42735	2	2	2	2	2	2
(null)	PTHR42737	1	1	1	1	1	1
(null)	PTHR42738	2	2	2	2	2	2
(null)	PTHR42748	1	1	1	1	1	1
(null)	PTHR42752	1	1	1	1	1	1
(null)	PTHR42753	2	2	2	2	2	2
(null)	PTHR42757	5	5	5	5	5	6
(null)	PTHR42758	2	2	2	2	2	3
(null)	PTHR42760	2	2	2	2	2	2
(null)	PTHR42765	1	1	1	1	1	1
(null)	PTHR42776	1	2	1	1	1	1
(null)	PTHR42780	1	1	1	1	1	1
(null)	PTHR42790	1	1	2	2	1	1
(null)	PTHR42796	1	1	1	1	2	2
(null)	PTHR42799	1	1	1	1	1	1
(null)	PTHR42801	1	1	1	1	1	1
(null)	PTHR42807	1	1	1	1	1	1
(null)	PTHR42808	1	1	1	1	1	1
(null)	PTHR42829	1	1	0	1	1	1
(null)	PTHR42854	1	2	1	1	2	2
(null)	PTHR42861	5	5	5	5	5	5
(null)	PTHR42874	1	1	1	1	0	1
(null)	PTHR42881	1	1	1	1	1	1
(null)	PTHR42884	7	7	7	7	7	7
(null)	PTHR42886	3	3	3	3	3	3
(null)	PTHR42899	1	1	1	1	1	1
(null)	PTHR42904	2	2	2	2	2	2
(null)	PTHR42908	3	3	3	3	3	3
(null)	PTHR42912	3	2	2	2	2	3
(null)	PTHR42918	1	1	0	1	1	1
(null)	PTHR42919	1	1	1	1	1	1
(null)	PTHR42921	1	1	1	1	1	1
(null)	PTHR42923	1	1	1	1	1	1
(null)	PTHR42938	1	1	1	1	1	2
(null)	PTHR42943	1	1	1	1	1	1
(null)	PTHR42944	1	1	1	1	1	1
(null)	PTHR42951	1	1	1	1	1	1
(null)	PTHR42961	1	2	1	1	1	1
(null)	PTHR42966	1	1	1	1	1	1
(null)	PTHR42968	6	6	7	6	5	5
(null)	PTHR42980	1	1	1	1	1	2
(null)	PTHR42984	1	1	1	1	1	1
(null)	PTHR42985	4	4	4	4	4	4
(null)	PTHR43000	1	1	1	1	1	1
(null)	PTHR43011	1	1	1	1	1	1
(null)	PTHR43015	1	1	1	1	1	1
(null)	PTHR43016	1	1	1	1	1	1
(null)	PTHR43020	1	1	1	1	1	1
(null)	PTHR43028	3	3	3	3	3	3
(null)	PTHR43048	1	1	1	1	1	1
(null)	PTHR43050	1	1	1	1	1	1
(null)	PTHR43053	1	1	1	1	1	1
(null)	PTHR43066	2	2	2	2	2	2
(null)	PTHR43069	1	1	1	1	1	1
(null)	PTHR43072	1	1	1	1	1	0
(null)	PTHR43073	1	1	1	1	1	1
(null)	PTHR43078	1	1	1	2	1	1
(null)	PTHR43084	1	1	1	1	1	1
(null)	PTHR43085	1	1	1	1	1	1
(null)	PTHR43097	1	1	1	1	1	1
(null)	PTHR43104	1	1	1	1	1	1
(null)	PTHR43107	6	6	6	6	6	6
(null)	PTHR43108	4	4	4	4	4	4
(null)	PTHR43109	1	1	1	1	1	1
(null)	PTHR43115	1	1	1	1	1	1
(null)	PTHR43127	2	2	2	2	2	2
(null)	PTHR43128	4	4	4	4	5	5
(null)	PTHR43134	1	1	1	1	1	1
(null)	PTHR43139	1	1	1	1	1	1
(null)	PTHR43143	1	1	1	1	1	1
(null)	PTHR43146	1	1	1	1	1	1
(null)	PTHR43149	1	1	1	1	1	1
(null)	PTHR43150	3	3	3	3	3	3
(null)	PTHR43153	1	1	1	1	1	1
(null)	PTHR43157	3	3	3	3	3	3
(null)	PTHR43160	1	1	1	1	1	1
(null)	PTHR43161	1	1	1	1	1	1
(null)	PTHR43170	2	2	2	2	2	2
(null)	PTHR43172	2	1	1	1	1	1
(null)	PTHR43173	2	2	2	2	2	2
(null)	PTHR43176	2	1	1	1	1	1
(null)	PTHR43178	1	1	1	1	1	1
(null)	PTHR43184	3	3	3	3	3	3
(null)	PTHR43191	1	1	1	1	1	1
(null)	PTHR43195	3	3	3	3	3	3
(null)	PTHR43201	1	1	1	1	1	2
(null)	PTHR43205	2	2	2	2	2	2
(null)	PTHR43206	1	1	1	1	1	1
(null)	PTHR43213	1	2	1	2	1	1
(null)	PTHR43215	1	1	1	1	1	1
(null)	PTHR43220	2	2	2	2	2	2
(null)	PTHR43226	2	2	2	2	2	2
(null)	PTHR43238	1	1	1	1	1	1
(null)	PTHR43243	31	5	31	26	5	18
(null)	PTHR43247	1	1	1	1	1	1
(null)	PTHR43261	1	1	1	1	1	1
(null)	PTHR43268	1	1	1	1	1	1
(null)	PTHR43270	2	2	2	2	2	2
(null)	PTHR43272	5	5	5	5	5	5
(null)	PTHR43286	1	1	1	1	1	1
(null)	PTHR43289	4	4	5	4	4	4
(null)	PTHR43290	1	1	1	1	1	1
(null)	PTHR43294	6	6	6	6	6	7
(null)	PTHR43296	1	1	1	1	1	1
(null)	PTHR43311	1	1	1	1	1	1
(null)	PTHR43313	9	9	8	9	8	10
(null)	PTHR43323	2	2	2	2	2	3
(null)	PTHR43326	1	1	1	1	1	1
(null)	PTHR43327	1	1	1	1	1	1
(null)	PTHR43329	4	4	4	4	4	4
(null)	PTHR43330	2	2	2	2	2	2
(null)	PTHR43340	3	2	2	3	2	2
(null)	PTHR43344	1	1	1	1	1	1
(null)	PTHR43347	1	1	1	1	1	1
(null)	PTHR43353	1	1	1	1	1	1
(null)	PTHR43355	1	1	1	1	1	1
(null)	PTHR43377	1	1	1	1	1	1
(null)	PTHR43380	1	1	1	1	1	1
(null)	PTHR43381	2	2	2	2	2	2
(null)	PTHR43382	1	1	1	1	1	1
(null)	PTHR43389	2	2	2	2	2	2
(null)	PTHR43391	2	2	2	2	2	2
(null)	PTHR43398	1	1	1	1	1	1
(null)	PTHR43407	1	1	1	1	1	1
(null)	PTHR43416	1	1	1	1	1	1
(null)	PTHR43429	2	1	1	1	1	1
(null)	PTHR43435	1	1	1	1	1	1
(null)	PTHR43437	2	1	4	2	2	2
(null)	PTHR43442	1	1	1	1	1	1
(null)	PTHR43447	2	2	2	2	5	4
(null)	PTHR43448	1	1	1	1	1	1
(null)	PTHR43450	1	1	1	1	1	1
(null)	PTHR43461	1	1	1	1	1	1
(null)	PTHR43462	1	1	1	1	2	1
(null)	PTHR43464	1	1	1	1	1	1
(null)	PTHR43466	1	1	1	1	1	1
(null)	PTHR43475	1	1	1	2	1	1
(null)	PTHR43477	1	1	1	1	1	1
(null)	PTHR43489	1	1	1	1	1	1
(null)	PTHR43497	1	1	1	1	1	1
(null)	PTHR43503	1	1	1	1	1	1
(null)	PTHR43507	1	1	0	1	1	1
(null)	PTHR43511	1	1	1	1	1	1
(null)	PTHR43512	1	1	1	1	1	1
(null)	PTHR43515	1	1	1	1	1	1
(null)	PTHR43520	2	2	2	2	2	2
(null)	PTHR43521	1	1	1	1	1	1
(null)	PTHR43530	1	1	1	1	1	1
(null)	PTHR43539	1	1	1	1	1	1
(null)	PTHR43550	1	1	1	1	1	1
(null)	PTHR43557	2	2	2	2	2	2
(null)	PTHR43561	1	1	1	1	1	1
(null)	PTHR43563	2	5	2	2	2	2
(null)	PTHR43568	1	1	1	1	1	1
(null)	PTHR43570	3	3	3	3	4	3
(null)	PTHR43580	1	1	1	1	1	1
(null)	PTHR43591	2	2	2	2	2	2
(null)	PTHR43599	1	1	1	1	1	1
(null)	PTHR43601	1	1	1	1	1	1
(null)	PTHR43602	1	1	1	1	1	1
(null)	PTHR43605	4	5	5	5	7	4
(null)	PTHR43607	1	1	1	1	1	1
(null)	PTHR43612	1	1	0	1	1	1
(null)	PTHR43625	2	2	3	2	2	1
(null)	PTHR43636	1	1	1	1	1	1
(null)	PTHR43648	1	1	1	1	1	1
(null)	PTHR43651	1	1	1	1	1	1
(null)	PTHR43655	3	4	3	3	2	3
(null)	PTHR43658	3	3	3	3	3	3
(null)	PTHR43671	4	4	4	4	4	4
(null)	PTHR43674	1	1	1	1	1	1
(null)	PTHR43675	2	2	2	2	1	2
(null)	PTHR43677	1	1	1	1	1	1
(null)	PTHR43684	2	2	2	2	6	2
(null)	PTHR43688	1	1	1	1	1	1
(null)	PTHR43690	2	2	2	2	2	2
(null)	PTHR43691	2	2	2	2	2	2
(null)	PTHR43696	1	1	1	1	1	1
(null)	PTHR43710	1	1	1	1	1	1
(null)	PTHR43715	1	1	1	1	1	1
(null)	PTHR43716	1	2	1	1	1	1
(null)	PTHR43718	1	1	1	1	1	1
(null)	PTHR43720	1	1	1	1	1	1
(null)	PTHR43721	4	4	4	4	4	4
(null)	PTHR43725	1	1	1	1	1	1
(null)	PTHR43730	1	1	1	1	1	1
(null)	PTHR43731	1	1	1	1	1	1
(null)	PTHR43735	1	1	1	1	1	1
(null)	PTHR43740	1	1	1	1	1	1
(null)	PTHR43757	1	1	1	1	1	1
(null)	PTHR43758	1	1	1	1	1	1
(null)	PTHR43762	1	1	1	1	0	1
(null)	PTHR43763	2	3	2	2	2	2
(null)	PTHR43766	1	1	1	1	1	1
(null)	PTHR43775	2	1	1	1	1	1
(null)	PTHR43778	1	1	1	1	1	1
(null)	PTHR43782	2	2	2	2	2	2
(null)	PTHR43788	1	1	1	1	1	1
(null)	PTHR43795	3	2	2	2	2	2
(null)	PTHR43798	1	1	2	1	1	1
(null)	PTHR43804	2	2	2	2	2	2
(null)	PTHR43806	2	2	2	2	3	3
(null)	PTHR43807	2	2	4	3	2	2
(null)	PTHR43811	4	3	6	6	4	3
(null)	PTHR43814	1	1	1	1	1	1
(null)	PTHR43816	1	1	1	1	1	1
(null)	PTHR43818	2	2	2	2	2	2
(null)	PTHR43826	1	1	1	1	1	1
(null)	PTHR43829	4	4	4	4	6	4
(null)	PTHR43831	1	1	1	1	1	1
(null)	PTHR43836	3	2	2	3	2	2
(null)	PTHR43842	1	1	1	1	1	1
(null)	PTHR43851	2	2	2	2	2	2
(null)	PTHR43853	1	1	1	1	1	1
(null)	PTHR43856	1	1	1	1	1	1
(null)	PTHR43866	1	1	1	1	1	1
(null)	PTHR43876	1	1	1	1	1	1
(null)	PTHR43880	5	8	5	5	7	4
(null)	PTHR43884	5	5	5	5	5	5
(null)	PTHR43888	3	3	3	3	3	3
(null)	PTHR43895	2	2	2	2	2	2
(null)	PTHR43899	2	3	3	3	2	3
(null)	PTHR43903	4	4	4	4	5	3
(null)	PTHR43908	3	3	3	3	3	3
(null)	PTHR43917	2	2	2	2	3	1
(null)	PTHR43918	1	1	1	1	1	1
(null)	PTHR43920	5	5	5	5	5	6
(null)	PTHR43939	1	1	1	1	1	1
(null)	PTHR43941	1	1	1	1	1	1
(null)	PTHR43943	1	1	1	1	4	1
(null)	PTHR43948	5	4	4	5	4	3
(null)	PTHR43963	9	4	4	4	2	6
(null)	PTHR43968	3	3	3	3	2	2
(null)	PTHR43977	1	1	1	2	1	1
(null)	PTHR43979	1	1	2	1	1	1
(null)	PTHR43981	1	1	1	1	1	1
(null)	PTHR43982	1	2	1	1	1	1
(null)	PTHR43986	1	1	2	1	1	1
(null)	PTHR43995	1	1	1	1	1	1
(null)	PTHR43999	1	1	1	1	1	1
(null)	PTHR44006	1	1	1	1	1	1
(null)	PTHR44019	5	5	5	5	5	4
(null)	PTHR44027	3	3	3	3	3	3
(null)	PTHR44029	1	1	1	1	1	1
(null)	PTHR44040	1	1	2	1	1	1
(null)	PTHR44054	2	2	2	2	2	2
(null)	PTHR44080	1	1	1	1	1	1
(null)	PTHR44085	1	1	1	1	1	1
(null)	PTHR44090	1	1	1	1	1	1
(null)	PTHR44099	2	2	2	2	2	2
(null)	PTHR44111	1	1	1	1	1	1
(null)	PTHR44117	1	1	1	1	1	1
(null)	PTHR44129	2	2	2	2	2	2
(null)	PTHR44133	1	1	1	1	1	1
(null)	PTHR44140	1	1	1	1	1	1
(null)	PTHR44144	1	1	1	1	1	1
(null)	PTHR44145	1	1	1	1	1	1
(null)	PTHR44147	1	1	1	1	1	1
(null)	PTHR44154	1	1	1	1	1	1
(null)	PTHR44156	1	1	1	1	1	1
(null)	PTHR44157	1	1	1	1	1	1
(null)	PTHR44163	1	1	1	1	1	1
(null)	PTHR44167	2	2	2	2	2	2
(null)	PTHR44170	11	12	11	11	11	11
(null)	PTHR44176	1	1	1	1	2	1
(null)	PTHR44177	1	1	1	1	1	1
(null)	PTHR44186	1	1	1	1	1	1
(null)	PTHR44188	2	2	2	2	2	2
(null)	PTHR44196	1	1	1	1	1	1
(null)	PTHR44200	1	1	1	1	1	1
(null)	PTHR44215	1	1	1	1	1	1
(null)	PTHR44216	1	1	1	1	1	1
(null)	PTHR44227	1	1	1	1	1	1
(null)	PTHR44229	1	1	1	1	1	1
(null)	PTHR44252	3	3	3	3	1	2
(null)	PTHR44267	1	1	1	1	1	1
(null)	PTHR44269	1	1	1	1	1	1
(null)	PTHR44279	2	2	2	2	2	2
(null)	PTHR44281	1	1	1	1	1	1
(null)	PTHR44298	1	1	1	1	1	1
(null)	PTHR44303	1	1	1	1	1	1
(null)	PTHR44313	1	1	1	1	1	1
(null)	PTHR44314	1	1	1	1	1	1
(null)	PTHR44321	1	1	1	1	1	1
(null)	PTHR44329	12	12	11	12	12	12
(null)	PTHR44337	2	2	2	2	2	2
(null)	PTHR44340	1	1	1	1	1	1
(null)	PTHR44360	1	1	1	1	1	1
(null)	PTHR44366	1	1	1	1	1	1
(null)	PTHR44390	1	1	1	1	1	1
(null)	PTHR44394	1	1	1	1	1	1
(null)	PTHR44395	1	1	1	1	1	1
(null)	PTHR44411	1	1	1	1	1	1
(null)	PTHR44414	1	1	1	1	1	1
(null)	PTHR44427	3	3	3	3	3	3
(null)	PTHR44436	1	1	1	1	1	1
(null)	PTHR44442	1	1	1	1	1	1
(null)	PTHR44444	1	1	1	1	1	1
(null)	PTHR44461	1	1	1	1	1	1
(null)	PTHR44464	1	1	1	1	1	1
(null)	PTHR44468	1	1	1	1	1	1
(null)	PTHR44472	1	1	1	1	3	1
(null)	PTHR44489	1	1	1	1	1	1
(null)	PTHR44490	1	1	1	1	1	1
(null)	PTHR44499	1	1	1	1	1	1
(null)	PTHR44500	1	1	1	1	1	1
(null)	PTHR44523	1	1	1	1	1	1
(null)	PTHR44525	1	1	1	1	1	1
(null)	PTHR44533	1	1	1	0	2	1
(null)	PTHR44535	1	1	1	1	1	1
(null)	PTHR44549	1	1	1	1	1	1
(null)	PTHR44554	1	1	1	1	1	1
(null)	PTHR44598	1	0	1	1	1	1
(null)	PTHR44653	1	1	1	1	1	1
